BEANS PER JAR,JARS,TOTAL BEANS
928,914,848192
619,590,365210
132,594,78408
202,35,7070
494,241,119054
284,869,246796
839,65,54535
37,568,21016
983,980,963340
520,997,518440
71,387,27477
789,179,141231
743,237,176091
412,316,130192
649,802,520498
624,6,3744
64,810,51840
543,564,306252
579,683,395457
558,526,293508
848,161,136528
759,377,286143
619,770,476630
703,463,325489
64,979,62656
831,280,232680
471,407,191697
317,393,124581
232,120,27840
811,496,402256
336,998,335328
677,743,503011
868,897,778596
701,599,419899
258,186,47988
790,884,698360
347,751,260597
480,115,55200
173,612,105876
657,42,27594
46,882,40572
353,5,1765
168,964,161952
96,121,11616
697,312,217464
903,725,654675
319,928,296032
438,135,59130
971,830,805930
188,916,172208
716,491,351556
651,972,632772
712,75,53400
441,741,326781
746,450,335700
812,99,80388
435,401,174435
402,103,41406
14,339,4746
185,800,148000
871,878,764738
768,999,767232
372,748,278256
810,985,797850
894,73,65262
284,471,133764
507,89,45123
458,131,59998
129,467,60243
577,263,151751
614,719,441466
295,104,30680
392,405,158760
931,535,498085
69,151,10419
341,94,32054
502,237,118974
453,186,84258
709,459,325431
791,596,471436
480,793,380640
520,964,501280
982,915,898530
622,964,599608
714,335,239190
992,486,482112
3,958,2874
575,99,56925
44,818,35992
989,902,892078
121,540,65340
587,766,449642
686,371,254506
327,973,318171
58,649,37642
476,966,459816
726,791,574266
230,105,24150
154,189,29106
578,817,472226
46,452,20792
30,652,19560
780,871,679380
767,71,54457
923,731,674713
598,197,117806
747,312,233064
354,809,286386
313,532,166516
486,644,312984
606,561,339966
592,68,40256
18,270,4860
909,244,221796
133,219,29127
802,97,77794
42,441,18522
462,532,245784
581,304,176624
361,958,345838
618,595,367710
37,190,7030
202,520,105040
5,214,1070
799,466,372334
512,622,318464
254,769,195326
725,263,190675
609,654,398286
940,952,894880
662,762,504444
231,761,175791
416,594,247104
976,161,157136
374,357,133518
533,788,420004
15,549,8235
685,618,423330
163,426,69438
792,435,344520
712,735,523320
939,113,106107
169,430,72670
142,658,93436
759,324,245916
781,882,688842
869,714,620466
326,235,76610
475,799,379525
503,16,8048
27,893,24111
616,388,239008
30,530,15900
132,886,116952
235,301,70735
868,982,852376
552,165,91080
267,804,214668
147,764,112308
581,90,52290
313,189,59157
805,57,45885
380,730,277400
487,327,159249
623,884,550732
386,72,27792
356,374,133144
872,109,95048
836,799,667964
604,319,192676
415,709,294235
776,504,391104
44,286,12584
549,474,260226
830,611,507130
527,535,281945
988,507,500916
374,103,38522
35,937,32795
348,632,219936
501,706,353706
615,484,297660
481,918,441558
267,39,10413
565,325,183625
698,885,617730
944,557,525808
362,605,219010
971,928,901088
469,829,388801
561,88,49368
239,374,89386
453,125,56625
771,207,159597
62,335,20770
825,586,483450
792,899,712008
448,847,379456
314,300,94200
691,694,479554
517,610,315370
881,263,231703
3,561,1683
14,932,13048
884,573,506532
340,509,173060
470,555,260850
561,368,206448
304,822,249888
950,821,779950
734,662,485908
924,717,662508
544,609,331296
414,946,391644
635,360,228600
660,381,251460
844,530,447320
384,563,216192
798,174,138852
343,59,20237
673,788,530324
620,720,446400
669,190,127110
424,872,369728
409,80,32720
7,843,5901
916,578,529448
722,688,496736
680,195,132600
862,139,119818
181,934,169054
452,973,439796
52,496,25792
418,178,74404
503,123,61869
747,284,212148
394,89,35066
72,386,27792
742,897,665574
155,792,122760
968,401,388168
113,503,56839
995,849,844755
936,814,761904
128,267,34176
788,680,535840
953,675,643275
354,666,235764
616,740,455840
232,586,135952
421,130,54730
267,993,265131
301,619,186319
983,295,289985
894,521,465774
900,450,405000
383,647,247801
100,826,82600
883,954,842382
570,792,451440
312,233,72696
764,836,638704
731,60,43860
491,509,249919
995,365,363175
337,948,319476
724,188,136112
379,935,354365
543,939,509877
901,211,190111
854,764,652456
159,386,61374
639,822,525258
515,331,170465
934,403,376402
458,468,214344
209,192,40128
894,639,571266
211,415,87565
858,953,817674
810,510,413100
432,221,95472
341,353,120373
944,982,927008
357,452,161364
630,730,459900
657,317,208269
920,566,520720
447,94,42018
742,622,461524
347,398,138106
303,582,176346
896,46,41216
291,87,25317
400,715,286000
195,553,107835
253,125,31625
883,386,340838
841,555,466755
659,267,175953
152,297,45144
978,834,815652
671,162,108702
177,333,58941
971,632,613672
916,970,888520
71,964,68444
425,960,408000
233,1,233
379,256,97024
751,152,114152
25,956,23900
543,467,253581
802,489,392178
375,639,239625
511,960,490560
672,133,89376
231,309,71379
882,571,503622
576,114,65664
406,54,21924
985,434,427490
877,753,660381
704,472,332288
961,255,245055
721,381,274701
537,567,304479
867,411,356337
551,634,349334
675,871,587925
118,544,64192
844,675,569700
154,725,111650
592,147,87024
252,374,94248
5,712,3560
962,617,593554
648,206,133488
603,409,246627
275,466,128150
768,407,312576
314,763,239582
793,60,47580
159,384,61056
125,167,20875
780,572,446160
875,384,336000
294,390,114660
280,904,253120
107,359,38413
159,142,22578
972,346,336312
119,648,77112
339,613,207807
326,994,324044
446,711,317106
347,10,3470
412,612,252144
917,330,302610
552,516,284832
677,856,579512
679,218,148022
58,327,18966
412,58,23896
648,614,397872
982,705,692310
397,926,367622
655,693,453915
143,23,3289
428,907,388196
681,156,106236
404,886,357944
48,581,27888
99,893,88407
749,8,5992
538,852,458376
354,314,111156
405,156,63180
995,801,796995
248,489,121272
578,280,161840
363,977,354651
483,309,149247
737,723,532851
965,618,596370
424,106,44944
326,637,207662
781,388,303028
402,575,231150
187,879,164373
471,734,345714
509,217,110453
133,843,112119
386,100,38600
781,407,317867
966,242,233772
72,262,18864
135,758,102330
272,891,242352
191,398,76018
802,149,119498
723,227,164121
77,642,49434
167,694,115898
545,471,256695
293,558,163494
413,790,326270
667,811,540937
397,640,254080
485,634,307490
702,5,3510
858,186,159588
756,609,460404
816,371,302736
145,588,85260
756,590,446040
868,588,510384
335,745,249575
121,394,47674
764,354,270456
100,135,13500
974,708,689592
77,532,40964
106,373,39538
915,532,486780
808,220,177760
300,906,271800
294,8,2352
779,594,462726
527,956,503812
528,82,43296
973,598,581854
146,281,41026
10,568,5680
478,667,318826
914,546,499044
257,205,52685
604,254,153416
710,547,388370
389,792,308088
215,487,104705
955,572,546260
811,632,512552
806,829,668174
197,572,112684
563,133,74879
818,227,185686
847,23,19481
994,311,309134
452,121,54692
629,51,32079
19,273,5187
502,505,253510
568,908,515744
51,377,19227
631,394,248614
57,704,40128
656,769,504464
565,577,326005
880,944,830720
432,876,378432
81,376,30456
317,336,106512
9,913,8217
416,244,101504
959,904,866936
155,813,126015
777,231,179487
957,268,256476
409,108,44172
778,311,241958
486,128,62208
739,631,466309
600,714,428400
475,61,28975
47,966,45402
710,714,506940
927,328,304056
503,535,269105
263,824,216712
296,891,263736
157,433,67981
359,382,137138
125,407,50875
47,811,38117
771,502,387042
773,106,81938
970,369,357930
606,529,320574
957,173,165561
129,368,47472
22,849,18678
556,517,287452
274,991,271534
658,86,56588
34,615,20910
883,144,127152
500,565,282500
770,716,551320
268,678,181704
417,538,224346
80,341,27280
128,203,25984
837,40,33480
851,282,239982
780,478,372840
916,76,69616
335,346,115910
408,737,300696
91,657,59787
570,453,258210
903,479,432537
483,356,171948
935,198,185130
159,614,97626
342,247,84474
823,986,811478
443,868,384524
85,328,27880
868,382,331576
63,236,14868
572,677,387244
338,127,42926
106,202,21412
9,361,3249
250,9,2250
580,314,182120
212,747,158364
252,978,246456
490,612,299880
586,934,547324
522,627,327294
106,861,91266
891,835,743985
166,690,114540
359,273,98007
645,761,490845
14,950,13300
198,958,189684
183,451,82533
670,502,336340
761,800,608800
301,701,211001
688,449,308912
492,655,322260
612,620,379440
84,607,50988
875,518,453250
114,604,68856
797,859,684623
801,895,716895
724,317,229508
807,878,708546
746,965,719890
290,404,117160
120,551,66120
838,394,330172
282,621,175122
786,952,748272
165,834,137610
998,174,173652
960,336,322560
68,339,23052
218,17,3706
920,460,423200
468,137,64116
83,54,4482
860,441,379260
291,327,95157
681,581,395661
758,222,168276
271,367,99457
898,233,209234
312,502,156624
49,298,14602
680,930,632400
14,349,4886
406,803,326018
535,241,128935
547,923,504881
521,200,104200
833,440,366520
996,58,57768
216,772,166752
759,807,612513
50,280,14000
784,837,656208
124,604,74896
577,54,31158
636,131,83316
490,478,234220
491,59,28969
882,44,38808
807,238,192066
918,564,517752
705,613,432165
217,989,214613
479,797,381763
222,793,176046
518,745,385910
259,968,250712
723,983,710709
868,177,153636
357,364,129948
164,67,10988
562,503,282686
15,249,3735
243,47,11421
149,406,60494
98,488,47824
945,453,428085
828,308,255024
910,786,715260
623,926,576898
136,398,54128
477,368,175536
424,464,196736
705,762,537210
500,665,332500
850,326,277100
828,976,808128
402,698,280596
787,754,593398
452,482,217864
761,981,746541
996,564,561744
456,715,326040
266,330,87780
211,99,20889
514,290,149060
826,592,488992
441,337,148617
361,243,87723
831,608,505248
412,449,184988
66,107,7062
658,395,259910
459,325,149175
960,996,956160
141,111,15651
150,215,32250
822,106,87132
146,887,129502
489,802,392178
760,297,225720
906,13,11778
514,71,36494
272,642,174624
175,42,7350
371,483,179193
95,143,13585
455,622,283010
6,191,1146
325,363,117975
951,873,830223
85,583,49555
366,110,40260
642,633,406386
67,973,65191
62,338,20956
610,747,455670
244,400,97600
785,931,730835
836,67,56012
248,766,189968
576,32,18432
900,263,236700
262,499,130738
506,365,184690
933,528,492624
852,310,264120
888,733,650904
334,882,294588
758,910,689780
867,277,240159
18,891,16038
18,129,2322
267,344,91848
396,800,316800
386,280,108080
326,583,190058
463,731,338453
463,19,8797
220,782,172040
267,584,155928
589,181,106609
612,501,306612
873,55,48015
194,388,75272
54,661,35694
326,644,209944
420,467,196140
953,969,923457
683,192,131136
637,558,355446
582,71,41322
299,689,206011
531,82,43542
134,115,15410
860,693,595980
571,488,278648
106,61,6466
36,342,12312
168,417,70056
697,408,284376
549,800,439200
276,82,22632
711,238,169218
364,688,250432
731,184,134504
755,877,662135
757,768,581376
284,865,245660
458,507,232206
583,728,424424
230,562,129260
557,585,325845
201,223,44823
92,73,6716
559,616,344344
468,69,32292
423,302,127746
456,42,19152
122,573,69906
372,42,15624
865,981,848565
471,83,39093
32,475,15200
820,810,664200
408,691,281928
58,938,54404
607,856,519592
252,155,39060
823,817,672391
573,462,264726
852,753,641556
677,881,596437
754,61,45994
584,684,399456
330,219,72270
990,295,292050
673,951,640023
773,948,732804
544,972,528768
807,965,778755
61,713,43493
111,158,17538
871,15,13065
428,630,269640
238,527,125426
942,570,536940
120,359,43080
417,760,316920
617,743,458431
988,488,482144
414,31,12834
169,688,116272
279,913,254727
585,250,146250
803,413,331639
569,997,567293
430,872,374960
772,796,614512
686,887,608482
823,172,141556
7,732,5124
454,564,256056
72,187,13464
710,827,587170
935,980,916300
472,60,28320
140,55,7700
134,120,16080
94,759,71346
903,750,677250
246,239,58794
717,389,278913
902,896,808192
49,829,40621
586,434,254324
973,447,434931
889,129,114681
724,938,679112
908,242,219736
149,403,60047
252,25,6300
741,857,635037
626,627,392502
260,681,177060
783,438,342954
921,733,675093
600,663,397800
885,619,547815
163,319,51997
803,165,132495
484,932,451088
322,241,77602
807,168,135576
856,264,225984
760,927,704520
943,189,178227
87,583,50721
524,861,451164
75,882,66150
668,780,521040
182,494,89908
531,168,89208
416,337,140192
812,959,778708
203,220,44660
508,735,373380
924,947,875028
955,744,710520
851,815,693565
414,112,46368
895,342,306090
302,812,245224
364,467,169988
34,441,14994
830,770,639100
146,432,63072
688,933,641904
677,781,528737
795,109,86655
828,923,764244
414,793,328302
278,542,150676
651,232,151032
766,533,408278
767,304,233168
157,488,76616
363,235,85305
443,941,416863
122,707,86254
745,26,19370
207,351,72657
39,249,9711
489,898,439122
365,851,310615
528,883,466224
931,305,283955
353,37,13061
744,299,222456
163,13,2119
12,818,9816
521,80,41680
37,679,25123
208,521,108368
241,88,21208
652,309,201468
394,878,345932
58,450,26100
522,842,439524
147,453,66591
519,44,22836
663,132,87516
497,643,319571
171,587,100377
633,670,424110
81,913,73953
576,994,572544
478,82,39196
905,385,348425
561,811,454971
117,706,82602
539,918,494802
605,502,303710
827,169,139763
477,520,248040
422,226,95372
779,492,383268
239,962,229918
904,341,308264
644,164,105616
270,142,38340
126,992,124992
275,785,215875
73,650,47450
599,995,596005
650,292,189800
875,775,678125
894,597,533718
979,714,699006
291,294,85554
105,44,4620
776,853,661928
898,245,220010
544,939,510816
887,898,796526
572,520,297440
87,375,32625
955,902,861410
892,389,346988
837,652,545724
526,521,274046
97,3,291
77,961,73997
60,248,14880
643,946,608278
30,785,23550
748,917,685916
506,224,113344
413,629,259777
30,823,24690
752,132,99264
438,798,349524
932,972,905904
281,284,79804
713,225,160425
816,577,470832
234,353,82602
278,235,65330
625,364,227500
381,981,373761
24,811,19464
564,15,8460
532,513,272916
284,754,214136
706,751,530206
841,209,175769
218,358,78044
1,839,839
884,932,823888
78,394,30732
283,601,170083
375,729,273375
514,799,410686
525,342,179550
469,780,365820
576,441,254016
523,589,308047
197,428,84316
470,338,158860
170,695,118150
181,710,128510
798,36,28728
224,188,42112
59,565,33335
806,909,732654
911,31,28241
940,33,31020
521,449,233929
588,334,196392
975,781,761475
971,751,729221
838,285,238830
859,851,731009
932,936,872352
45,433,19485
294,956,281064
567,635,360045
619,83,51377
358,690,247020
365,790,288350
411,844,346884
97,850,82450
817,815,665855
703,247,173641
621,305,189405
790,109,86110
648,732,474336
701,35,24535
354,557,197178
986,931,917966
162,917,148554
795,694,551730
257,971,249547
747,330,246510
379,898,340342
880,550,484000
972,692,672624
613,300,183900
650,5,3250
60,94,5640
884,489,432276
777,339,263403
629,220,138380
654,955,624570
691,214,147874
381,203,77343
133,856,113848
456,89,40584
752,595,447440
319,842,268598
641,38,24358
658,175,115150
436,199,86764
753,507,381771
153,141,21573
812,230,186760
311,741,230451
950,148,140600
710,627,445170
825,498,410850
849,443,376107
330,23,7590
702,237,166374
940,779,732260
106,334,35404
318,949,301782
855,447,382185
308,59,18172
24,102,2448
164,401,65764
54,381,20574
457,756,345492
574,413,237062
128,277,35456
575,384,220800
159,952,151368
825,249,205425
736,542,398912
78,570,44460
736,316,232576
628,546,342888
302,667,201434
943,545,513935
614,633,388662
749,66,49434
225,119,26775
565,353,199445
1,883,883
174,803,139722
757,629,476153
721,511,368431
913,545,497585
383,189,72387
375,282,105750
989,896,886144
287,945,271215
916,984,901344
928,24,22272
21,548,11508
864,829,716256
779,280,218120
602,383,230566
523,198,103554
672,811,544992
702,825,579150
662,551,364762
504,473,238392
681,381,259461
819,971,795249
168,932,156576
746,555,414030
471,981,462051
412,231,95172
313,126,39438
592,514,304288
235,944,221840
422,967,408074
758,297,225126
820,313,256660
511,622,317842
485,817,396245
704,755,531520
304,896,272384
522,123,64206
933,394,367602
922,111,102342
463,307,142141
657,867,569619
396,936,370656
855,52,44460
680,636,432480
125,593,74125
335,633,212055
156,386,60216
966,653,630798
964,949,914836
596,919,547724
322,917,295274
628,852,535056
755,93,70215
675,573,386775
790,268,211720
383,170,65110
338,454,153452
536,124,66464
121,116,14036
751,82,61582
299,738,220662
495,746,369270
119,238,28322
830,831,689730
785,781,613085
22,998,21956
706,194,136964
91,874,79534
920,663,609960
167,313,52271
949,353,334997
462,459,212058
615,361,222015
893,341,304513
600,363,217800
611,378,230958
261,631,164691
244,443,108092
542,388,210296
284,468,132912
432,449,193968
829,489,405381
37,225,8325
444,493,218892
530,978,518340
717,265,190005
86,632,54352
56,952,53312
83,36,2988
889,930,826770
847,401,339647
146,796,116216
265,315,83475
306,717,219402
903,357,322371
995,338,336310
382,781,298342
514,264,135696
913,520,474760
598,287,171626
34,828,28152
638,135,86130
190,839,159410
670,442,296140
191,368,70288
43,731,31433
856,850,727600
571,179,102209
804,453,364212
924,285,263340
925,578,534650
452,773,349396
123,659,81057
611,597,364767
695,979,680405
147,473,69531
281,669,187989
802,729,584658
118,142,16756
651,581,378231
859,377,323843
262,380,99560
197,782,154054
337,381,128397
660,476,314160
928,178,165184
923,515,475345
773,31,23963
636,745,473820
595,723,430185
287,133,38171
556,126,70056
86,147,12642
813,842,684546
819,11,9009
502,142,71284
953,357,340221
838,739,619282
121,150,18150
807,210,169470
475,248,117800
753,556,418668
786,182,143052
73,697,50881
675,264,178200
177,585,103545
801,397,317997
706,956,674936
381,165,62865
738,171,126198
195,102,19890
599,796,476804
463,83,38429
173,188,32524
666,521,346986
836,857,716452
4,184,736
109,408,44472
706,727,513262
510,620,316200
91,21,1911
775,230,178250
245,240,58800
357,33,11781
63,463,29169
278,996,276888
468,491,229788
316,636,200976
554,362,200548
988,580,573040
303,712,215736
902,763,688226
200,840,168000
432,967,417744
976,485,473360
78,774,60372
304,543,165072
400,788,315200
931,797,742007
443,483,213969
146,596,87016
202,9,1818
513,135,69255
686,12,8232
428,668,285904
810,649,525690
293,80,23440
338,96,32448
835,621,518535
775,376,291400
209,748,156332
87,991,86217
331,276,91356
646,287,185402
996,824,820704
661,173,114353
254,711,180594
995,580,577100
884,787,695708
972,948,921456
184,60,11040
839,458,384262
366,316,115656
242,750,181500
759,425,322575
484,640,309760
420,924,388080
610,18,10980
942,949,893958
921,11,10131
872,528,460416
389,505,196445
924,680,628320
51,28,1428
948,960,910080
168,441,74088
141,981,138321
219,249,54531
550,569,312950
941,606,570246
574,725,416150
84,206,17304
942,548,516216
886,36,31896
636,708,450288
697,286,199342
870,449,390630
738,688,507744
783,242,189486
876,953,834828
898,517,464266
230,539,123970
581,135,78435
336,704,236544
396,727,287892
521,816,425136
554,479,265366
644,669,430836
32,666,21312
940,5,4700
744,654,486576
449,35,15715
820,731,599420
450,740,333000
865,125,108125
734,516,378744
505,93,46965
839,505,423695
606,667,404202
666,810,539460
464,5,2320
310,574,177940
768,554,425472
373,603,224919
896,993,889728
185,303,56055
593,273,161889
795,686,545370
610,802,489220
612,304,186048
792,910,720720
726,847,614922
148,655,96940
936,582,544752
388,78,30264
274,512,140288
733,222,162726
560,538,301280
830,998,828340
264,135,35640
212,886,187832
717,30,21510
506,319,161414
61,876,53436
86,766,65876
880,8,7040
649,779,505571
641,22,14102
14,752,10528
706,778,549268
909,541,491769
18,732,13176
705,762,537210
334,222,74148
807,453,365571
445,331,147295
858,164,140712
849,313,265737
861,102,87822
700,799,559300
639,232,148248
917,252,231084
524,24,12576
753,637,479661
994,116,115304
485,293,142105
762,49,37338
983,467,459061
250,636,159000
787,654,514698
241,901,217141
337,417,140529
705,591,416655
5,443,2215
568,868,493024
273,412,112476
685,963,659655
292,605,176660
24,919,22056
706,707,499142
616,28,17248
146,778,113588
21,472,9912
111,241,26751
591,472,278952
441,574,253134
553,279,154287
56,891,49896
733,278,203774
650,870,565500
107,114,12198
965,669,645585
754,557,419978
548,356,195088
944,505,476720
293,379,111047
901,659,593759
804,758,609432
92,168,15456
443,901,399143
496,724,359104
312,19,5928
466,818,381188
402,982,394764
300,97,29100
471,605,284955
511,203,103733
964,911,878204
534,207,110538
791,313,247583
664,630,418320
929,941,874189
678,400,271200
904,185,167240
389,159,61851
539,263,141757
169,385,65065
359,369,132471
579,947,548313
625,309,193125
14,94,1316
986,395,389470
139,759,105501
175,122,21350
566,40,22640
648,324,209952
810,974,788940
800,20,16000
619,233,144227
572,835,477620
779,24,18696
601,804,483204
977,411,401547
52,85,4420
977,237,231549
309,241,74469
111,648,71928
642,640,410880
765,359,274635
661,218,144098
644,912,587328
761,562,427682
16,569,9104
23,185,4255
851,321,273171
964,7,6748
272,201,54672
422,823,347306
355,467,165785
335,535,179225
928,36,33408
458,773,354034
962,3,2886
993,416,413088
154,844,129976
92,276,25392
6,908,5448
779,499,388721
11,259,2849
290,722,209380
110,352,38720
200,84,16800
723,449,324627
304,784,238336
222,49,10878
826,478,394828
100,499,49900
817,847,691999
230,291,66930
397,76,30172
527,88,46376
44,277,12188
100,8,800
721,496,357616
944,640,604160
879,757,665403
460,838,385480
281,931,261611
121,311,37631
271,311,84281
300,165,49500
700,103,72100
151,459,69309
78,73,5694
450,632,284400
106,827,87662
280,296,82880
237,649,153813
193,517,99781
745,651,484995
431,542,233602
968,992,960256
677,481,325637
338,359,121342
194,492,95448
127,702,89154
614,13,7982
93,539,50127
319,172,54868
73,921,67233
685,200,137000
921,602,554442
540,10,5400
173,714,123522
12,804,9648
692,964,667088
111,557,61827
560,513,287280
797,854,680638
913,133,121429
365,910,332150
845,296,250120
92,458,42136
941,472,444152
326,253,82478
559,197,110123
559,460,257140
532,955,508060
723,707,511161
501,938,469938
177,31,5487
827,682,564014
670,806,540020
955,221,211055
878,255,223890
568,787,447016
944,967,912848
658,242,159236
271,718,194578
701,488,342088
896,391,350336
987,241,237867
163,962,156806
159,659,104781
107,799,85493
933,920,858360
42,473,19866
813,603,490239
397,391,155227
93,408,37944
378,114,43092
561,252,141372
772,188,145136
933,810,755730
342,613,209646
573,262,150126
489,772,377508
583,288,167904
131,777,101787
87,770,66990
556,755,419780
606,678,410868
126,434,54684
20,360,7200
982,309,303438
537,677,363549
268,54,14472
562,871,489502
450,16,7200
266,655,174230
531,939,498609
354,270,95580
441,717,316197
436,430,187480
132,595,78540
817,293,239381
106,798,84588
508,296,150368
902,336,303072
471,385,181335
984,710,698640
619,138,85422
184,262,48208
350,436,152600
22,458,10076
666,172,114552
986,146,143956
624,882,550368
168,72,12096
569,787,447803
207,379,78453
983,150,147450
107,403,43121
195,873,170235
934,934,872356
333,420,139860
305,26,7930
621,505,313605
943,46,43378
403,207,83421
320,962,307840
93,993,92349
561,942,528462
184,482,88688
434,50,21700
915,235,215025
515,184,94760
633,127,80391
733,803,588599
501,224,112224
829,322,266938
676,556,375856
492,493,242556
420,498,209160
38,614,23332
706,546,385476
168,582,97776
433,870,376710
701,680,476680
908,113,102604
988,404,399152
469,843,395367
435,983,427605
595,983,584885
647,705,456135
738,278,205164
861,790,680190
522,67,34974
749,95,71155
622,366,227652
945,866,818370
127,858,108966
820,184,150880
112,5,560
898,499,448102
761,431,327991
938,512,480256
992,581,576352
438,386,169068
156,60,9360
676,491,331916
922,957,882354
27,62,1674
212,432,91584
173,728,125944
153,555,84915
245,975,238875
463,579,268077
738,851,628038
302,74,22348
678,514,348492
938,710,665980
870,364,316680
973,290,282170
919,813,747147
20,830,16600
592,841,497872
396,625,247500
831,374,310794
53,773,40969
862,955,823210
591,783,462753
42,861,36162
148,470,69560
989,434,429226
502,994,498988
667,28,18676
689,619,426491
643,567,364581
302,871,263042
295,731,215645
58,74,4292
333,89,29637
350,57,19950
737,146,107602
245,941,230545
523,718,375514
503,806,405418
409,552,225768
715,276,197340
791,367,290297
998,431,430138
19,833,15827
548,723,396204
426,652,277752
132,390,51480
35,465,16275
277,872,241544
320,103,32960
606,285,172710
195,364,70980
376,833,313208
336,855,287280
384,294,112896
330,528,174240
446,335,149410
732,440,322080
416,817,339872
392,667,261464
677,751,508427
994,150,149100
798,194,154812
913,25,22825
398,644,256312
947,886,839042
544,160,87040
63,850,53550
821,601,493421
735,870,639450
689,42,28938
280,851,238280
638,442,281996
827,871,720317
519,953,494607
762,564,429768
86,10,860
461,225,103725
367,452,165884
86,174,14964
958,793,759694
864,523,451872
29,190,5510
976,823,803248
284,315,89460
195,233,45435
30,453,13590
815,655,533825
606,261,158166
387,565,218655
382,140,53480
115,498,57270
201,258,51858
866,522,452052
599,616,368984
412,687,283044
281,984,276504
740,211,156140
535,165,88275
21,387,8127
430,595,255850
685,24,16440
732,205,150060
69,764,52716
721,90,64890
546,167,91182
17,409,6953
599,178,106622
381,643,244983
239,707,168973
351,657,230607
523,762,398526
189,507,95823
714,135,96390
917,833,763861
131,676,88556
535,648,346680
909,874,794466
308,997,307076
607,184,111688
514,97,49858
681,903,614943
601,399,239799
495,95,47025
954,915,872910
64,881,56384
568,416,236288
267,691,184497
659,419,276121
838,1,838
6,292,1752
318,423,134514
801,758,607158
879,170,149430
977,398,388846
573,330,189090
278,271,75338
91,71,6461
850,585,497250
152,105,15960
844,37,31228
728,507,369096
893,560,500080
959,254,243586
825,396,326700
84,978,82152
165,588,97020
192,935,179520
241,766,184606
160,659,105440
978,67,65526
552,90,49680
796,619,492724
179,698,124942
340,604,205360
607,924,560868
952,171,162792
781,757,591217
78,301,23478
780,690,538200
740,929,687460
817,306,250002
285,338,96330
106,547,57982
630,960,604800
222,314,69708
936,739,691704
396,393,155628
641,146,93586
725,690,500250
759,971,736989
872,726,633072
589,804,473556
731,101,73831
54,19,1026
55,216,11880
213,514,109482
850,940,799000
559,444,248196
887,201,178287
918,41,37638
548,547,299756
92,406,37352
121,18,2178
431,534,230154
60,280,16800
369,856,315864
675,697,470475
559,974,544466
189,335,63315
116,304,35264
724,238,172312
566,288,163008
383,672,257376
945,437,412965
209,698,145882
99,847,83853
470,409,192230
616,7,4312
814,340,276760
111,639,70929
98,679,66542
236,322,75992
218,821,178978
541,316,170956
650,652,423800
834,245,204330
427,585,249795
798,394,314412
262,746,195452
568,690,391920
159,971,154389
10,892,8920
294,176,51744
815,517,421355
720,737,530640
673,845,568685
360,258,92880
177,504,89208
559,600,335400
847,892,755524
994,803,798182
640,548,350720
946,750,709500
546,674,368004
383,208,79664
872,974,849328
397,72,28584
913,205,187165
462,676,312312
212,284,60208
874,352,307648
309,52,16068
241,400,96400
598,974,582452
825,696,574200
780,622,485160
304,179,54416
845,68,57460
837,747,625239
385,736,283360
858,922,791076
190,321,60990
983,716,703828
277,651,180327
805,223,179515
368,580,213440
570,491,279870
536,606,324816
210,115,24150
63,505,31815
420,494,207480
430,237,101910
142,720,102240
856,604,517024
648,568,368064
164,362,59368
904,85,76840
221,345,76245
834,578,482052
900,811,729900
833,63,52479
628,349,219172
537,576,309312
775,183,141825
103,321,33063
485,669,324465
499,360,179640
183,868,158844
670,906,607020
342,360,123120
464,771,357744
364,998,363272
816,188,153408
970,991,961270
993,487,483591
790,654,516660
780,126,98280
642,224,143808
676,160,108160
159,726,115434
525,740,388500
919,493,453067
489,562,274818
432,618,266976
824,104,85696
140,949,132860
669,768,513792
681,728,495768
875,843,737625
914,907,828998
943,570,537510
187,245,45815
836,437,365332
262,336,88032
298,36,10728
887,890,789430
440,164,72160
425,281,119425
142,595,84490
806,587,473122
179,157,28103
563,525,295575
55,633,34815
128,108,13824
214,883,188962
447,277,123819
552,124,68448
356,222,79032
585,106,62010
798,423,337554
857,176,150832
836,851,711436
912,907,827184
164,52,8528
770,487,374990
198,342,67716
949,728,690872
766,387,296442
675,531,358425
463,420,194460
688,756,520128
765,491,375615
427,809,345443
617,887,547279
753,800,602400
66,210,13860
888,986,875568
912,173,157776
902,549,495198
398,828,329544
937,126,118062
601,953,572753
326,23,7498
453,668,302604
593,155,91915
305,69,21045
451,379,170929
54,724,39096
738,127,93726
806,118,95108
962,512,492544
659,557,367063
817,253,206701
365,987,360255
883,712,628696
791,978,773598
319,562,179278
926,374,346324
357,362,129234
467,431,201277
331,889,294259
299,714,213486
284,478,135752
558,542,302436
838,219,183522
23,506,11638
173,647,111931
205,186,38130
743,487,361841
484,837,405108
357,173,61761
130,371,48230
85,750,63750
239,370,88430
929,760,706040
129,701,90429
815,656,534640
462,808,373296
705,441,310905
821,367,301307
991,256,253696
855,238,203490
40,120,4800
264,396,104544
954,650,620100
2,112,224
118,88,10384
260,839,218140
811,223,180853
361,802,289522
317,84,26628
160,667,106720
374,856,320144
451,380,171380
656,606,397536
755,490,369950
829,748,620092
100,969,96900
20,18,360
662,778,515036
772,493,380596
951,667,634317
412,270,111240
285,402,114570
822,789,648558
59,881,51979
486,137,66582
598,110,65780
563,871,490373
889,774,688086
79,248,19592
456,488,222528
206,451,92906
41,142,5822
17,846,14382
29,198,5742
217,383,83111
575,880,506000
366,196,71736
149,137,20413
822,721,592662
276,988,272688
166,808,134128
887,254,225298
666,308,205128
965,969,935085
823,146,120158
